"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"AJ'S CORNER INCORPORATED","AJ'S CORNER","101 East Mulberry Street","Chatham","IL","62629","Sangamon","180703610","Establishment","03/01/2019",
"AJ'S PAPA JOES, INC.","PAPA JOES RESTAURANT","14459 S LAGRANGE RD","ORLAND PARK","IL","60462","Cook","180702919","Establishment","11/02/2018",
"AJDINI ENTERPRISE, INC.","7-ELEVEN #32683E","6700 Joliet Rd.","Indian Head Park","IL","60525","Cook","190703581","Establishment","06/11/2020",
"AJG Industries, Inc.","Floyds Thirst Parlor","210-214 South 5th Street","Springfield","IL","62701","Sangamon","160700876","Establishment","06/02/2016",
"AJLM ENTERTAINMENT, LLC","GOLDIE'S GAMING","200 S 45TH ST","Mount Vernon","IL","62864","Jefferson","220701778","Establishment","10/27/2022",
"AJRJ Sears, Inc.","One Eye Jacks","601 N. Logan St.","Mattoon","IL","61938","Coles","180700850","Establishment","11/02/2018",
"Ak 22nd., Inc.","BP AMOCO","5201 W Cermak Rd","Cicero","IL","60804","Cook","180704308","Establishment","09/16/2019",
"AKA Fuels LLC","Venice Mart","420 Broadway","Venice","IL","620901126","Madison","210701935","Establishment","04/28/2022",
"Akal, Inc.","Preet Mini Mart","2704 69th Ave Court.","Moline","IL","61265","Rock Island","150703213","Establishment","02/22/2017",
"AKICK, LLC","Flight Deck Bar & Grill","1207 W Gurler Rd","Rochelle","IL","61068","Ogle","190701244","Establishment","11/07/2019",
"AKMJ ENTERPRISES, INC.","AMIGOS","306 N GALENA AVE","FREEPORT","IL","61032","Stephenson","150700444","Establishment","08/25/2015",
"AKR WINNEBAGO, INC.","Image","5524 Auburn Rd.","Rockford","IL","61101","Winnebago","180700815","Establishment","05/24/2018",
"Al & Joe's Foods & Liquors, Inc.","Al & Joe's","10348 Addison St.","Franklin Park","IL","60131","Cook","120710147","Establishment","06/20/2013",
"Al's Main Street Tap Co.","Al's Main Street Tap Co","122 W Main St","Rockton","IL","61072","Winnebago","200700401","Establishment","07/30/2020",
"AL'S STEAK HOUSE, INC.","AL'S STEAK HOUSE","1990 WEST JEFFERSON ST","JOLIET","IL","60435","Will","190701201","Establishment","06/11/2020",
"ALAMEX, INC.","Gringo & Blondie","7514 W. North Ave.","Elmwood Park","IL","60707","Cook","190701373","Establishment","09/16/2019",
"ALAMO FOODS, INC.","THE ALAMO","310 NORTH MAIN STREET","CHATHAM","IL","62629","Sangamon","120708004","Establishment","03/20/2013",
"ALAMO FOODS, INC.","THE ALAMO","115 NORTH FIFTH STREET","SPRINGFIELD","IL","62711","Sangamon","120708006","Establishment","03/20/2013",
"ALAN MYERS","ER & BETTY'S TAP","1005 W. Garfield","Bartonville","IL","61607","Peoria","140704064","Establishment","04/23/2015",
"ALBANIAN GIRL INC.","THE WORKS HIDEOUT BAR & GRILL","5719 S. Archer Rd.","Summit","IL","60501","Cook","210700689","Establishment","06/09/2021",
"Alc Corp.","Q Bar & Grill","3801 N. Manheim Rd. ","Schiller Park","IL","60176","Cook","140700829","Establishment","05/29/2014",
"ALCENTRO TRATTORIA LLC","ALCENTRO TRATTORIA","109 THIRD STREET","BLOOMINGDALE","IL","60108","DuPage","180702023","Establishment","12/19/2019",
"Aldean's, Inc.","The North Place Martinsville","28 W Cumberland St","Martinsville","IL","62442","Clark","200701879","Establishment","01/27/2021",
"ALDO'S PIZZA & PASTA, INC.","ALDO'S PIZZA & RED BRICK PUB","418-420 Lincoln Highway","Rochelle","IL","61068","Ogle","210703589","Establishment","12/08/2022",
"Ale Gaming, LLC","Paradise Gaming","2908 S. Park Ave.","Energy","IL","62933","Williamson","190702830","Establishment","12/19/2019",
"Alejandra's Mexican Cuisine, Inc.","Alejandra's Mexican Cuisine","400 E. North Ave. ","Northlake","IL","60164","Cook","140700849","Establishment","04/30/2014",
"Alex Charan Petroleum Co.","LaMoille Fast Stop","66 N. Main St.","LaMoille","IL","61330","Bureau","210703901","Establishment","04/28/2022",
"Alexander Seven, Inc.","Lost Acre Tavern","7 Alexander Circle","Romeoville","IL","60446","Will","120705208","Establishment","11/15/2012",
"ALEXANDER'S CAFE 64, INC.","Alexanders Cafe","1650 W. Main Street","St. Charles","IL","60174","Kane","160703185","Establishment","08/24/2017",
"ALEXANDER'S RESTAURANT, INC.","Alexander's Restaurant","1725 N. State Street","Elgin","IL","60123","Kane","130702326","Establishment","12/19/2013",
"Alfano's Frozen Pizza of Ottawa, LLC","Alfano's Frozen Pizza of Ottawa","1476 E. US Highway 6","Ottawa","IL","61350","La Salle","220703695","Establishment","03/16/2023",
"Alfano's Restaurant, LTD.","Alfano's Restaurant","801 S. 4th Street","Oregon","IL","61061","Ogle","140701980","Establishment","03/26/2015",
"Alfonzo's Restaurant Company","Alfonzo's Pizzeria","611 Edwardsville Rd.","Troy","IL","62294","Madison","180703288","Establishment","03/01/2019",
"Algonquin Commons Co.","Bulldog Ale House","1520 S Randall Rd","Algonquin","IL","60102","Kane","170703277","Establishment","02/09/2018",
"ALGONQUIN SUSHI KING INC.","SUSHI KING II","1030 E Algonquin Rd","Algonquin","IL","60102","Mchenry","160702801","Establishment","10/07/2016",
"ALGONQUIN2, LLC","THE HUNGRY MULE","463 S Rand Rd","Lake Zurich","IL","60047","Lake","200701007","Establishment","09/17/2020",
"ALIBI BAR & GRILL LTD.","ALIBI BAR & GRILL LTD.","12 N. 3rd Street","St. Charles","IL","60174","Kane","150704430","Establishment","10/07/2016",
"ALIBI BAR INCORPORATED","ALIBI BAR INCORPORATED","500 YORK STREET","QUINCY","IL","62301","Adams","210701476","Establishment","10/20/2021",
"Alice Coloni","Iron Horse Tavern","206 East Franklin","Sesser","IL","62884","Franklin","120701373","Establishment","03/20/2013",
"ALISHAHAN PIZZA, INC.","ROSATI'S PIZZA","322 E. Wilson St. ","Batavia","IL","60510","Kane","170704330","Establishment","05/24/2018",
"All On The Line, Inc.","The Line","17969 E State Route 114","Momence","IL","60954","Kankakee","220701857","Establishment","07/28/2022",
"ALL SOURCE, LLC","EXIT 210 Saloon","12414 US Route 150 ","Oakwood","IL","61858","Vermilion","170702884","Establishment","11/16/2017",
"ALL SPORTS BAR & GRILL, INC.","CULLOM KNOLL","3018 Hickory Drive","McCullom Lake ","IL","60050","McHenry","120706714","Establishment","11/15/2012",
"All the Way Good, Inc.","America's Best Value Inn","5700 Illinois Route 154","Pinckneyville","IL","62274","Perry","180702862","Establishment","12/12/2018",
"All Ways Catering & Deli LLC","All Ways Gaming & Deli","110-114 Turner Ave","Elk Grove Village","IL","60007","Cook","190704165","Establishment","09/17/2020",
"ALL-INN, INC.","All Inn","5707 Dempster St.","Morton Grove","IL","60053","Cook","140700568","Establishment","08/21/2014",
"Alley 64, INC.","Alley 64","212 W. Main Street","St. Charles","IL","60174","Kane","160702383","Establishment","10/07/2016",
"ALLEY LOOP ENTERPRISES, LTD. ","ALLEY LOOP SALOON ","80 S HENNEPIN","Dixon","IL","61021","Lee","120709777","Establishment","05/23/2013",
"Allgeyer, LLC","Jiggs Tavern","123 S. Main St.","Alexis","IL","61412","Warren","170704137","Establishment","03/07/2018",
"ALMA HAUF, INC.","The Place Too Be","1170 Adams St ","Bridgeport ","IL","62417","Lawrence","190703648","Establishment","07/30/2020",
"ALONSO LLC","POTESTA'S PIZZA","434 SOUTH GREEN BAY ROAD","WAUKEGAN","IL","60085","Lake","150702720","Establishment","11/06/2015",
"Aloste, Inc.","Pepe's Mexican Restaurant","470 W. 14th Street","Chicago Heights","IL","60411","Cook","120704411","Establishment","10/24/2013",
"AlphaBravo, LLC","AlphaBravo","2305 Washington Road","WASHINGTON","IL","615711859","Tazewell","120703137","Establishment","11/15/2012",
"ALRL LLC","Toasted Chicken","9750 S. Roberts Road","Palos Hills","IL","60465","Cook","220700261","Establishment","06/16/2022",
"ALSIP BP INC.","ALSIP BP","12230 SOUTH CICERO AVENUE","ALSIP","IL","60803","Cook","200701804","Establishment","01/27/2021",
"ALSIP MARATHON, INC.","ALSIP MARATHON","5201 W 111TH STREET","ALSIP","IL","60803","Cook","190703587","Establishment","12/17/2020",
"ALSIP PARK DISTRICT","FOUNTAIN HILLS GOLF CLUB","12601 SOUTH KEDZIE","ALSIP","IL","60803","Cook","180701743","Establishment","11/02/2018",
"ALSIP RESTAURANT AND LOUNGE, INC.","Pappas Restaurant","12219 S. Pulaski Rd.","Alsip","IL","60803","Cook","130700172","Establishment","09/19/2013",
"ALSIP SIMPLE MART INC.","ALSIP SIMPLE MART INC","11725 S PULASKI RD","ALSIP","IL","60803","Cook","190703588","Establishment","07/30/2020",
"ALSO LUCKY GAMING LLC","Gold Mine","48 Murdale Gardens Rd","Murphysboro","IL","62966","Jackson","210701380","Establishment","09/09/2021",
"Alton Motorboat Club","Alton Motor Boat Club","11134 Harbor Dell","Godfrey","IL","62035","Jersey","120707317","Establishment","04/30/2014",
"Alton Owls' Club","Alton Owls' Club","227 Blair Ave.","Alton","IL","62002","Madison","120713090","Establishment","12/19/2013",
"Alton Truck Stop LLC","Alton Truck Stop LLC","4200 College Avenue","Alton","IL","62002","Madison","140702039","Establishment","07/24/2014",
"Alton-Wood River Sportsmen's Club, Inc.","Alton Sportsmen's Club","3109 Godfrey Road","Godfrey","IL","62035","Madison","120701458","Establishment","01/15/2014",
"Alvarez Tacos, Inc.","Alvarez Mexican Restaurant","1600 S Bell School Rd","Cherry Valley","IL","61016","Winnebago","130704850","Establishment","05/28/2015",
"ALVM, INC.","PADDY'S","362 THEODORE STREET","CREST HILL","IL","60403","Will","150703796","Establishment","11/06/2015",
"Aly Anne's LLC","Aly Anne's LLC","735 W. Howard Street","Pontiac","IL","61764","Livingston","150702034","Establishment","11/06/2015",
"Aly Anne's LLC","Aly Anne's LLC","122 E MAIN ST ","DWIGHT","IL","60420","Livingston","170700340","Establishment","05/25/2017",
"AM PM 125 INC.","AM PM 125 INC","1012 E BROADWAY","ASTORIA","IL","61501","Fulton","220700991","Establishment","06/16/2022",
"AM PM New Salem Inc.","AM PM New Salem Inc","14178 State Highway 97","Petersburg","IL","62675","Menard","200702844","Establishment","03/10/2021",
"AM PM South Jacksonville Inc.","AM PM South Jacksonville Inc","1802 S Main St ","South Jacksonville","IL","62650","Morgan","210703254","Establishment","12/08/2021",
"AM PM Winchester Inc.","AM PM Riverton","1300 N 7th St","Riverton","IL","62561","Sangamon","200702845","Establishment","03/10/2021",
"AMANDA J SCHMITT LLC","Mandy's Bar","108 E STATE STREET","O'FALLON","IL","62269","St. Clair","160700569","Establishment","04/21/2016",
"Amar Mart Inc.","Grand Tobacco","1611 Grand Ave","Galesburg","IL","61401","Knox","180701072","Establishment","10/27/2022",
"AMBE Gasoline, LLC","AMBE Gasoline, LLC","4407 S Hi Point Road","McHenry","IL","60050","Mchenry","220702834","Establishment","12/08/2022",
"Ambe Krupa Food & Liquor, Inc.","Sheridan Food Mart","100 W SI Johnson Ave","Sheridan","IL","60551","La Salle","200701786","Establishment","12/17/2020",
"Ambitions Entertainment LLC","Ambitions Entertainment LLC","4022-4024 SAUK TRAIL ","Richton Park","IL","60471","Cook","210702281","Establishment","01/27/2022",
"Amboy Long Branch, LTD.","The Long Branch Saloon","55 S East Avenue","Amboy","IL","61310","Lee","200701720","Establishment","06/09/2021",
"AMC CALUMET CITY, INC.","Buffalo Wild Wings Grill & Bar","1250 Torrence Avenue","Calumet City","IL","60409","Cook","180701976","Establishment","03/01/2019",
"AMC HOMEWOOD, INC.","Buffalo Wild Wings Grill & Bar","17510 Halsted St.","Homewood","IL","60430","Cook","200702474","Establishment","07/28/2022",
"AMC LANSING, INC.","Buffalo Wild Wings","3720 Ridge Road","Lansing","IL","60438","Cook","180701807","Establishment","03/01/2019",
"American Hungarian Family Society","American Hungarian Family Society","1520 N Calhoun St.","Bloomington","IL","61701","McLean","150700683","Establishment","07/23/2015",
"American Italian Cultural Society","American Italian Cultural Society","1918 Donmaur Drive","Crest Hill","IL","60403","Will","120706951","Establishment","02/26/2014",
"American Legion Club of Flora, Illinois","American Legion Club","333 East North Avenue","Flora","IL","62839","Clay","120713107","Establishment","04/30/2014",
"American Legion Club of Louisville, Illinois","American Legion Club of Louisville, Illinois","590 S. Main St.","Louisville","IL","62858","Clay","180701412","Establishment","06/13/2018",
"American Legion, Joseph Park Post, No. 622","American Legion, Joseph Park Post, No. 622.","509 Henry Street","Prairie Du Rocher","IL","62277","Randolph","220703027","Establishment","02/09/2023",
"American Liquor & Foodmart, LLC","American Liquor & Foodmart, LLC","403 So. 4th Street","Dunlap","IL","61525","Peoria","170704100","Establishment","09/14/2018",
"American Liquor & Foodmart, LLC","Princeville Food & Gaming","615 E. Main St","Princeville","IL","61559","Peoria","170701056","Establishment","08/24/2017",
"American Lombardi Society","American Lombardi Society","209 Olive St.","Rockford","IL","61107","Winnebago","130705384","Establishment","01/15/2014",
"American Luxemburger Independent Club ","Luxemburger Club","416 High Street","Aurora","IL","60505","Kane","120713093","Establishment","12/19/2013",
"Americas Check Cashing & Liquor Store LLC","Americas Check Cashing & Liquor Store ","3300 IL Route 16 Hwy","Litchfield","IL","62056","Montgomery","160704057","Establishment","04/21/2017",
"AMF Bowling Centers, Inc.","AMF Forest Lanes","7700 W 47th St","Lyons","IL","60534","Cook","120707904","Establishment","04/23/2015",
"AMF Bowling Centers, Inc.","AMF Strike N Spare Lanes","2660 W Lawrence Ave","Springfield","IL","62704","Sangamon","120707827","Establishment","04/23/2015",
"AMIT SV, INC.","Shell Spring Valley","430 W. Dakota St","Spring Valley","IL","61362","Bureau","180702491","Establishment","11/02/2018",
"Amos Jefferson Co. Inc.","The Bird Tavern","1451 West Jefferson St. ","Springfield ","IL","62702","Sangamon","120700415","Establishment","10/18/2012",
"AMY'S ENTERTAINMENT, LLC","AMY'S CAFE","11 SAUK PLAZA ","SAUK VILLAGE","IL","60411","Cook","190700228","Establishment","06/13/2019",
"ANAMISH INC","CONVENIENT FOODS","8901 GRAND AVE ","RIVER GROVE","IL","60171","Cook","210701643","Establishment","09/09/2021",
"Anast Food Service, Inc.","Teddy's Diner","1065 Rohlwing Rd.","Elk Grove Village","IL","60007","Cook","170703296","Establishment","03/07/2018",
"ANC Rainbow, Inc.","Flash Back Lounge","2239 E Wood","Decatur","IL","62521","Macon","120710858","Establishment","10/24/2013",
"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.","ANCHOR BOAT CLUB","407 East Lake Shore Drive","Springfield","IL","62712","Sangamon","120710859","Establishment","09/23/2014",
"ANCHOR INN TAVERN, INC.","ANCHOR INN TAVERN","510 NORTH-SIDE SQUARE","CARLINVILLE","IL","62626","Macoupin","200701918","Establishment","01/27/2021",
"Anderson Ehler Ventures LLC","217 Gaming and Lounge","308 S Main St","Gifford","IL","61847","Champaign","210700562","Establishment","09/09/2021",
"ANDREA'S PLACE INC.","ANDREA'S PLACE INC.","4 SURREY BROOK PLZ","SAUK VILLAGE","IL","60411","Cook","180700134","Establishment","01/30/2019",
"ANDREW G YOUNGER","K'S KORNERS TRADING POST","13030 GALT RD","STERLING","IL","61081","Whiteside","120701995","Establishment","01/24/2013",
"Andrew Waters","Bijou Pub"," 225 South Main Street","Monmouth","IL","61462","Warren","120707913","Establishment","03/20/2013",
"Andrew's Mart, Inc.","Andrew's Mart","1705 Grand Avenue","Beardstown","IL","62618","Cass","170702851","Establishment","11/16/2017",
"ANDY AND SOPHIE'S, INC.","Andy and Sophie's","931 N. Hickory St.","Joliet","IL","60435","Will","120709797","Establishment","05/23/2013",
"Andy's Subs 1, LLC","Sawyers Subs","119 State Highway 169","Karnak","IL","62956","Pulaski","200702026","Establishment","04/21/2021",
"ANG RESTAURANT, INC.","ANASTASIA'S RESTAURANT & SPORTS LOUNGE","950 Hillside Ave","Antioch","IL","60002","Lake","150700666","Establishment","04/23/2015",
"ANGEL'S TAP INCORPORATED","Angel's Tap Incorporated","14217 Chicago rd","Dolton","IL","60419","Cook","190702647","Establishment","11/17/2020",
"Angela K. Smith","Corner Tap","512 N. State Street","Atkinson","IL","61235","Henry","190701415","Establishment","12/19/2019",
"Angela Kindhart","JOKER'S LOUNGE","614 Maine St.","Quincy","IL","62301","Adams","170703652","Establishment","01/09/2018",
"Angela's Best Shot, Inc.","Rich's Tap","25 N Dixie Hwy","Momence","IL","60954","Kankakee","160703452","Establishment","01/26/2017",
"Angie's Cafe-Glendale Heights, LLC","Angie's Cafe","524 E. North Ave.","Glendale Heights","IL","60139","DuPage","220702129","Establishment","09/15/2022",
"Ani Petros","Main Street Bar & Grill","110 Main St.","Walnut","IL","61376","Bureau","120711520","Establishment","02/26/2014",
"Ani Petros","Walnut Cafe","122 Main Street","Walnut","IL","61376","Bureau","170700689","Establishment","04/12/2018",
"Ann-Lee Management, Inc.","LEGENDS SPORTS BAR AND GRILL","618 SUPERIOR AVE","MACHESNEY PARK","IL","61115","Winnebago","120701991","Establishment","09/20/2012",
"Anna Maria Pizza, Inc.","Anna's Pizza","207 & 209 Westgate Plaza","Streator","IL","61364","La Salle","160703269","Establishment","01/26/2017",
"Anna's Cafe LLC - Belvidere","Anna's Cafe","372 Chrysler Drive","Belvidere","IL","61008","Boone","160701745","Establishment","08/31/2016",
"Anna's Cafe LLC - Cicero","Anna's Cafe","2625B South Cicero","Cicero","IL","60804","Cook","140703121","Establishment","10/27/2014",
"Anna's Cafe LLC - Cicero 2","Anna's Gaming Cafe","5917 W Cermak Road","Cicero","IL","60804","Cook","220700108","Establishment","04/28/2022",
"ANNA'S CAFE LLC - HOFFMAN ESTATES","ANNA'S CAFE","1049 WEST GOLF ROAD","HOFFMAN ESTATES","IL","60169","Cook","140703654","Establishment","11/20/2014",
"Anna's Cafe LLC - North Riverside","Anna's Cafe","7501 West Cermak Space M16a","North Riverside","IL","60546","Cook","150703494","Establishment","11/06/2015",
"ANNA'S CAFE LLC - NORTHLAKE","ANNA'S CAFE","20 EAST NORTH AVE","NORTHLAKE","IL","60164","Cook","150700125","Establishment","04/23/2015",
"Anna's Cafe LLC - River Grove","Anna's Wine Bar","8905 Grand Avenue","River Grove","IL","60171","Cook","220700641","Establishment","04/28/2022",
